CO_CURSO,TP_SEXO,NT_GER,EST_CIVIL,COR_RACA,RENDA
13439,F,70.5,SOLTEIRO(A),BRANCA,DE 6 A 10
13439,M,66.2,SOLTEIRO(A),BRANCA,DE 6 A 10
13439,M,62.2,SOLTEIRO(A),PARDA,DE 3 A 4.5
13439,M,54.6,SOLTEIRO(A),PARDA,DE 6 A 10
13439,M,41.4,SOLTEIRO(A),PRETA,F
13439,M,69.6,SOLTEIRO(A),PARDA,DE 4.5 A 6
13439,M,56.7,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,M,50,SOLTEIRO(A),BRANCA,ACIMA DE 30
13439,F,70.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,M,39.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,F,60.8,SOLTEIRO(A),PARDA,DE 6 A 10
13439,M,67.8,SOLTEIRO(A),PARDA,DE 6 A 10
13439,M,54.3,SOLTEIRO(A),BRANCA,DE 6 A 10
13439,M,65,SOLTEIRO(A),PARDA,DE 6 A 10
13439,M,66.8,SOLTEIRO(A),BRANCA,DE 6 A 10
13439,M,46.3,SOLTEIRO(A),PARDA,DE 3 A 4.5
13439,M,45.1,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,M,73.6,SOLTEIRO(A),BRANCA,F
13439,M,73.4,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13439,F,26.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,F,69.9,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13439,M,55.9,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13439,M,42.1,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13439,M,46.1,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13439,F,48.7,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13439,M,69.8,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
13439,F,54.2,SOLTEIRO(A),NAO DECLARADO,DE 6 A 10
13439,M,65.1,SOLTEIRO(A),PARDA,DE 6 A 10
13439,M,51.5,SOLTEIRO(A),BRANCA,ATE 1.5
13439,F,49.2,SOLTEIRO(A),PARDA,DE 4.5 A 6
13439,F,45.5,SOLTEIRO(A),PARDA,DE 3 A 4.5
13439,M,53.9,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13439,M,70.3,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13439,M,53.5,SOLTEIRO(A),BRANCA,DE 6 A 10
13439,M,59.7,SOLTEIRO(A),BRANCA,F
13439,M,44.9,SOLTEIRO(A),BRANCA,ATE 1.5
13439,F,56.4,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13439,M,71.1,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13439,M,50.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,F,58.1,SOLTEIRO(A),PARDA,DE 3 A 4.5
13439,M,59.5,SOLTEIRO(A),BRANCA,DE 6 A 10
13439,M,62.1,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13439,M,70.8,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
13439,F,70.8,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13439,M,72.4,SOLTEIRO(A),NAO DECLARADO,DE 1.5 A 3
13439,M,66.3,SOLTEIRO(A),BRANCA,DE 6 A 10
13439,M,77.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,M,56.7,SOLTEIRO(A),PARDA,DE 3 A 4.5
13439,F,61.3,SOLTEIRO(A),BRANCA,F
13439,M,69,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,M,73.6,SOLTEIRO(A),BRANCA,DE 6 A 10
13439,M,58.9,SOLTEIRO(A),PARDA,DE 4.5 A 6
13439,M,45.7,SOLTEIRO(A),PARDA,ATE 1.5
13439,F,52.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,F,50.6,SOLTEIRO(A),PARDA,DE 4.5 A 6
13439,M,51.6,SOLTEIRO(A),BRANCA,F
13439,F,57.7,SOLTEIRO(A),BRANCA,DE 6 A 10
13439,M,60.5,SOLTEIRO(A),PARDA,F
13439,M,45.4,SOLTEIRO(A),PARDA,DE 1.5 A 3
13439,F,63.7,SOLTEIRO(A),PARDA,DE 6 A 10
13439,M,52.1,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13439,F,49.7,SOLTEIRO(A),BRANCA,ATE 1.5
13441,F,28.9,SOLTEIRO(A),AMARELA,DE 1.5 A 3
13441,M,51.6,SOLTEIRO(A),BRANCA,ATE 1.5
13441,F,41.3,SOLTEIRO(A),PARDA,F
13441,M,45.2,SOLTEIRO(A),NAO DECLARADO,DE 6 A 10
13441,M,59.9,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13441,M,55.4,SOLTEIRO(A),PARDA,DE 4.5 A 6
13441,M,34.8,SOLTEIRO(A),PARDA,DE 6 A 10
13441,F,46.8,SOLTEIRO(A),BRANCA,ATE 1.5
13441,F,33.8,SOLTEIRO(A),PARDA,DE 1.5 A 3
13441,M,42,SOLTEIRO(A),BRANCA,ATE 1.5
13441,M,47.9,SOLTEIRO(A),BRANCA,ACIMA DE 30
13441,M,47.2,SOLTEIRO(A),PARDA,DE 6 A 10
13441,M,56.6,SOLTEIRO(A),PARDA,DE 1.5 A 3
13441,M,32,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13441,F,55.2,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13441,F,45.8,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13441,F,31.1,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13441,F,44.3,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13441,F,57.6,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13441,F,55,SOLTEIRO(A),PARDA,DE 1.5 A 3
13441,M,52.1,SOLTEIRO(A),PARDA,DE 6 A 10
13441,M,40.2,SOLTEIRO(A),PARDA,DE 3 A 4.5
13441,M,58.5,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13441,M,54.2,SOLTEIRO(A),PARDA,ATE 1.5
13441,F,31.4,SOLTEIRO(A),BRANCA,DE 4.5 A 6
13441,M,36.9,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13441,M,64.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13441,F,30.7,SOLTEIRO(A),PARDA,ATE 1.5
13441,F,39,SOLTEIRO(A),PRETA,DE 4.5 A 6
13441,M,31.9,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13441,F,49.4,SOLTEIRO(A),AMARELA,DE 4.5 A 6
13441,F,43.9,CASADO(A),BRANCA,DE 3 A 4.5
13441,F,38.9,SOLTEIRO(A),PARDA,DE 1.5 A 3
13441,M,35,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13441,F,43.2,SOLTEIRO(A),PARDA,DE 6 A 10
13441,M,30.6,SOLTEIRO(A),BRANCA,ATE 1.5
13441,F,51.3,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13441,F,49,SOLTEIRO(A),BRANCA,F
13441,F,32.8,SOLTEIRO(A),AMARELA,DE 1.5 A 3
13441,M,44.6,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13441,F,39.4,SOLTEIRO(A),PARDA,DE 3 A 4.5
13441,M,31.8,SOLTEIRO(A),PARDA,ATE 1.5
13441,M,43.8,SOLTEIRO(A),PRETA,DE 6 A 10
13441,M,46.9,SOLTEIRO(A),PRETA,DE 3 A 4.5
13441,M,48.7,SOLTEIRO(A),BRANCA,DE 1.5 A 3
13441,M,54.8,SOLTEIRO(A),PRETA,DE 1.5 A 3
13441,M,53.1,SOLTEIRO(A),BRANCA,DE 6 A 10
13441,F,56,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13441,F,35.5,SOLTEIRO(A),AMARELA,F
13441,M,46,SOLTEIRO(A),BRANCA,DE 6 A 10
13441,M,27.9,SOLTEIRO(A),BRANCA,DE 6 A 10
13441,F,34.8,SOLTEIRO(A),BRANCA,DE 6 A 10
13441,M,49,SOLTEIRO(A),BRANCA,DE 3 A 4.5
13441,M,49.1,SOLTEIRO(A),PARDA,DE 3 A 4.5
13441,M,59,SOLTEIRO(A),PARDA,DE 4.5 A 6
13441,F,38.9,SOLTEIRO(A),NAO DECLARADO,DE 4.5 A 6
13441,M,29,SOLTEIRO(A),AMARELA,DE 1.5 A 3
13441,M,47.4,SOLTEIRO(A),PARDA,DE 3 A 4.5
13441,F,31.7,SOLTEIRO(A),BRANCA,DE 3 A 4.5
